,Título,Ubicación,Descripción,Servicios,Sueldo,Timestamp,Url
538,Senior Data Scientist - Insights (Subscription Experience),Barcelona,"Join a forward-thinking company as a Senior Data Scientist, where you'll play a pivotal role in enhancing the subscription experience. Collaborate with diverse teams to analyze user behavior, optimize product strategies, and drive data-driven insights that influence key business decisions. This dynamic role offers the chance to shape the future of a global language learning marketplace, ensuring that your analytical skills make a real impact. With a commitment to diversity and inclusion, you'll thrive in a culture that values collaboration and innovation. If you're passionate about data and eager to contribute to a meaningful mission, this opportunity is perfect for you.","['Generous monthly allowance for lessonsLearning & Development budgetHealth insuranceRelocation packageAccess to mental health supportGympass-partnered wellness centers', ' Data Analytics A/B Testing SQL Python Statistical Concepts Data Visualization Critical Thinking Communication', "" Master's degree or PhD in a quantitative field"", ' Tableau Looker Power BI Amplitude Mixpanel Heap']","EUR 70,000 - 90,000",2024-10-31 11:23:39.120634,https://jobleads.com/job/e5f5b9185121b756e00bd5c5e565664e2
539,"Data Scientist - Customer Lifecycle & Growth Insights Location: Barcelona, Spain",Barcelona,"Join a forward-thinking company dedicated to unlocking human potential through learning. As a Data Scientist, you will play a pivotal role in driving growth strategies by leveraging data analytics and machine learning. Collaborating with cross-functional teams, you will analyze user behavior, develop data frameworks, and generate strategic insights that shape the company's roadmap. With a dynamic and diverse culture, this innovative firm offers a competitive financial package, generous learning allowances, and the chance to work on a global product with a multicultural team. If you are passionate about data and eager to make a significant impact, this opportunity is perfect for you.","['Generous monthly allowance for lessonsLearning & Development budgetHealth insuranceRelocation packageAccess to mental health supportGympass-partnered wellness centers', ' Data Science/Analysis SQL Python Statistics AB Testing Stakeholder Management SEO CRM Tools', ' Degree in Quantitative Fields', ' Google Search Console Ahrefs Adwords Looker Amplitude Snowflake']","EUR 50,000 - 70,000",2024-10-31 11:23:39.774271,https://jobleads.com/job/e5e3db8f69237f8c8703864e5d74d1ff3
540,"Data Scientist Barcelona (Spain) Sep 27, 2024",Barcelona,"Únete a una aerolínea innovadora que conecta ciudades pequeñas y medianas en Europa. Buscamos un Data Scientist apasionado que combine habilidades analíticas y creatividad para optimizar procesos y mejorar modelos de machine learning. Aquí, tu voz cuenta en un entorno colaborativo y multicultural. Ofrecemos un equilibrio entre trabajo y vida personal, con horarios flexibles y oportunidades de desarrollo profesional. Si te entusiasma la idea de contribuir a un crecimiento rápido y hacer un impacto real, este es el lugar ideal para ti.","['Membresía de gimnasio con descuentoFruta fresca y café gratis en la oficinaEventos corporativos y socialesDías de vacaciones flexiblesPlan de beneficios flexibleDesarrollo profesional y cursos de habilidades blandas', ' Python SQL Machine Learning Data Mining Software Development Cloud Platforms (Azure, AWS, GCP) Big Data Technologies (Spark, Hadoop)', "" Degree in Statistics, Mathematics, Physics, Engineering or Computer Science Master's Degree in Data Science or related field"", ' Cloud platforms Data visualization tools']","EUR 50,000 - 70,000",2024-10-31 11:23:40.346844,https://jobleads.com/job/e62cff6f6e5abde5baf74b783a4ff51aa
541,Oferta de trabajo: Data scientist Grup de Recerca en Epidemiologia i Salut Internacional (GRESI),Barcelona,"Una institución innovadora busca un científico de datos apasionado por la salud global. En esta emocionante posición, serás parte de un equipo que aborda desafíos de salud pública mediante la investigación y la implementación de ensayos clínicos en países de ingresos bajos y medios. Tu experiencia en biomarcadores y análisis estadístico será fundamental para supervisar proyectos que impactan en comunidades vulnerables. Si te motiva trabajar en un entorno colaborativo y contribuir a la mejora de la salud mundial, esta es tu oportunidad para marcar la diferencia.","[' Comunicación Trabajo en equipo Proactividad Pensamiento crítico Resolución de problemas Supervisión de estudiantes', ' Especialidad en Biomedicina PhD en biomarcadores', ' Análisis estadístico']","EUR 50,000 - 70,000",2024-10-31 11:23:41.068945,https://jobleads.com/job/e18e79aefd437c8399eed6d58d328abe0
542,Data Scientist | (HD805),Barcelona,"Una empresa innovadora busca un Principal Data Science Manager para liderar análisis en el equipo de éxito de socios. Este rol clave implica trabajar con datos masivos para generar insights que impulsen decisiones estratégicas. Buscamos a alguien con un fuerte trasfondo en ciencia de datos y habilidades en análisis estadístico, que pueda colaborar con equipos multifuncionales para fomentar el éxito de los editores en la plataforma Start. Si tienes pasión por los datos y un enfoque en resultados, esta es tu oportunidad para hacer una diferencia significativa en una organización que empodera a personas y empresas en todo el mundo.","[' Data Science Statistical Techniques Data Analysis SQL Python Data Visualization Project Delivery Machine Learning', "" Doctorate in Data Science or related field Master's Degree in Data Science or related field Bachelor's Degree in Data Science or related field"", ' SQL DBs Spark Reporting Platforms']","EUR 50,000 - 70,000",2024-10-31 11:23:41.791539,https://jobleads.com/job/ec0369cb2c6a1d66c1f72d5ceb94177ed
543,Lead Data Scientist,Barcelona,Sin descripción,[],"EUR 50,000 - 70,000",2024-10-31 11:23:42.417349,https://jobleads.com/job/ef71d2c3b528c176e5187db082aeb760b
544,Cloud Data Scientist (m/f/d),Barcelona,Sin descripción,"['Elective BenefitsCareer Development ProgramsWell-Being SeminarsDiversity and Inclusion InitiativesOnboarding NetworkingCommunity Activities', ' Data Science Python R SQL Machine Learning Power BI Data Analytics Collaboration Statistical Analysis', "" Bachelor's degree in Data Science or related field"", ' Snowflake SQL Tableau AWS Services']","EUR 50,000 - 70,000",2024-10-31 11:23:43.036367,https://jobleads.com/job/ed32dcc0a30a07d86c527330517175936
545,Cloud Data Scientist - [CGS-850],Barcelona,"Join a forward-thinking company as a Data Scientist and immerse yourself in the world of advanced analytics. This role offers the opportunity to work with cutting-edge cloud-based technologies and tackle real-world business challenges in the technology distribution industry. You will be part of a dynamic team that values your insights and fosters personal development while driving innovative analytics solutions. With a focus on collaboration and an agile approach, you will help shape the future of data-driven decision-making and contribute to the company's success. If you are passionate about data and eager to make an impact, this is the perfect opportunity for you.","[' Data Science Python/R Snowflake SQL Tableau Power BI AWS Services Analytics Problem Solving Collaboration', "" Bachelor's degree in Data Science or related field"", ' Cloud-based Data Science technologies Agile methodologies BI Tools']","EUR 50,000 - 70,000",2024-10-31 11:23:43.682374,https://jobleads.com/job/ee2717326ca1c4ecdf8b4f869edae8f65
546,Data Scientist (They/She/He) – (Hybrid),Barcelona,"Join a leading travel tech company as a Data Scientist and be part of a dynamic team revolutionizing the travel booking experience. In this role, you will leverage your expertise in machine learning and data analytics to optimize various business processes, from fraud detection to user experience personalization. With a commitment to innovation and a culture that values flexibility and continuous learning, you will have the opportunity to make a significant impact while enjoying a rewarding benefits package. This is your chance to contribute to a mission that makes travel easier and more accessible for millions worldwide.","['Competitive salary and benefits packageFlexible benefitsPerformance-based bonusesBirthday day offDiscounts and partnershipsRelocation supportFree Coursera accessSoft skills workshopsFree fruit, coffee, and teaAfter-work events and parties', ' Machine Learning Python SQL Data Mining Statistical Analysis Big Data Technologies Spark TensorFlow R Java', ' Degree in Mathematics Degree in Statistics Degree in Computer Science Degree in Engineering', ' scikit-learn pandas Kubernetes Airflow Kafka']","EUR 50,000 - 70,000",2024-10-31 11:23:44.316666,https://jobleads.com/job/e6266c2880222bf7eb2ae37b1e51f5f90
547,Data Scientist (They/She/He) – (Hybrid),Barcelona,"Join a leading travel tech company as a Data Scientist and be part of a dynamic team dedicated to revolutionizing travel booking. You will leverage your expertise in machine learning and data analytics to optimize customer experiences and business processes. This role offers the chance to work with cutting-edge technologies and contribute to impactful projects that enhance travel for millions. With a culture that values flexibility, continuous learning, and collaboration, you will thrive in an environment that encourages innovation and personal growth. If you're passionate about data and eager to make a difference, this is the opportunity for you.","['Flexible benefitsPerformance-based bonusesBirthday day offDiscounts and partnershipsRelocation supportFree Coursera accessSoft skills workshopsTech trainingFree fruit, coffee, and teaAfter-work events', ' Python Machine Learning Data Mining SQL Statistical Analysis Big Data Technologies Communication Skills Problem Solving', ' Degree in Mathematics Degree in Statistics Degree in Computer Science Degree in Engineering', ' Spark TensorFlow scikit-learn Pandas Kubernetes Airflow Kafka']","EUR 50,000 - 70,000",2024-10-31 11:23:45.077356,https://jobleads.com/job/ee4ce174722320eded061963efd3f047a
548,Data Scientist,Barcelona,"Join a forward-thinking company as a Data Scientist, where your expertise in advanced analytics will drive impactful marketing strategies. In this dynamic role, you will collaborate with diverse teams to optimize marketing spend and trade investments, ensuring the success of commercial strategies. With a hybrid working environment and a commitment to personal and professional growth, this opportunity not only offers a competitive salary but also a comprehensive benefits package, including health insurance and flexible remuneration options. Embrace the chance to make a difference in a global leader in health and nutrition, where your contributions will be valued and recognized.","['Competitive salaryComprehensive social benefits packageHealth insuranceRestaurant cardMobility planFlexible working schemeDog-friendly campusOngoing training opportunitiesRecreation activitiesVolunteering activities', ' Advanced Analytics Marketing Mix Modelling Data Science SQL Python MS Excel', ' BSc or MSc in Math, Statistics, Physics, Operations Research, Econometrics, or Data Science', ' R Data Reporting Automation']","EUR 50,000 - 70,000",2024-10-31 11:23:45.809397,https://jobleads.com/job/ea0fa218c5d958c25261b22fe5871c3b4
549,Principal Data Scientist - Media Measurement,Barcelona,"Join a pioneering firm in research technology as a Principal Data Scientist, where you'll lead advanced analytics and data science initiatives. This role offers the opportunity to develop statistical models and machine learning algorithms that measure media campaign effectiveness, collaborating with cross-functional teams to refine measurement methodologies. You'll be at the forefront of innovation, mentoring fellow data scientists, and translating complex data insights into actionable strategies. If you thrive in a dynamic environment and are passionate about data science, this is the perfect opportunity to make a significant impact in the industry.","[' Statistical Modeling Machine Learning Large Language Models Data Analysis Techniques Python Programming SQL Big Data Technologies Data Visualization Communication Skills Project Management', "" Ph.D. or Master's in Data Science, Statistics, Mathematics, Economics, or Computer Science"", ' scikit-learn TensorFlow PyTorch Spark Hadoop Databricks']","EUR 90,000 - 110,000",2024-10-31 11:23:46.466310,https://jobleads.com/job/e0f1f838b79edfce3875c111a6234efb5
550,Senior Data Scientist,Barcelona,Sin descripción,[],"EUR 70,000 - 90,000",2024-10-31 11:23:47.111465,https://jobleads.com/job/e4f8fb7c9db112a450e79be095d2a9212
551,Senior Data Scientist,Barcelona,Sin descripción,[],"EUR 70,000 - 90,000",2024-10-31 11:23:47.690114,https://jobleads.com/job/ee3adb50da8751774c1d23ababfaf031b
552,Senior Data Scientist,Barcelona,Sin descripción,[],"EUR 70,000 - 90,000",2024-10-31 11:23:48.428039,https://jobleads.com/job/e08a2cb13ca1145d23212980026218e02
553,Senior Data Scientist C375,Barcelona,"Join a vibrant and fast-growing gaming studio as a Senior Data Scientist! In this exciting role, you will take ownership of the company's data science strategy, working closely with marketing, product, and tech teams to harness data for player retention and engagement. You will lead the development of predictive models, mentor junior data scientists, and stay ahead of industry trends to enhance analytics capabilities. This is a unique opportunity to influence the direction of data initiatives in a dynamic environment, making a significant impact on the gaming experience for millions of players worldwide.","[' Data Science SQL Python R Machine Learning Data Visualization Deep Learning Cloud Computing', "" Bachelor's Degree in Data Science or related field Master's Degree in Data Science or related field"", ' Looker Tableau PowerBI TensorFlow PyTorch']","EUR 70,000 - 90,000",2024-10-31 11:23:49.207283,https://jobleads.com/job/e4418e07a03ca36db27903a73e1fd9bf8
554,Junior Cloud Data Scientist (m/f/d),Barcelona,Sin descripción,[],"EUR 30,000 - 50,000",2024-10-31 11:23:49.874659,https://jobleads.com/job/e0e6525ece67a8de77adebc9a1dd3213d
555,(UJ-090) - Cloud Data Scientist (M/F/D),Barcelona,"Join a forward-thinking company as a Data Scientist, where you'll leverage cutting-edge analytics to drive real business outcomes. In this dynamic role, you will work with advanced data science technologies and a variety of data sources to create impactful insights that shape strategic decisions. The environment promotes agility and innovation, allowing you to implement solutions rapidly and see your contributions in action. If you're passionate about data, enjoy solving complex problems, and thrive in collaborative settings, this is an exciting opportunity to make a significant impact in the technology distribution industry.","[' Data Science Python/R Snowflake SQL Tableau Power BI AWS Services Machine Learning Data Analytics', "" Bachelor's degree in Data Science or related field"", ' Cloud-based Data Science technologies Agile methodologies']","EUR 50,000 - 70,000",2024-10-31 11:23:50.818530,https://jobleads.com/job/e63ea1da8cd3216aad9112bbbfa93f287
556,Statistical Data Scientist Lead,Barcelona,"Join a forward-thinking company as a Statistical Data Scientist Lead, where your expertise in statistical and machine learning models will empower life-saving healthcare solutions. In this dynamic role, you will enhance forecasting capabilities and lead innovative projects that directly impact patient care. Collaborate with a talented team to harness data insights and drive decisions that ensure medicines are available to patients efficiently. This is a unique opportunity to contribute to a mission-driven organization that values your skills and offers a supportive environment for professional growth and development.","['High-quality healthcareWellness programsGender-neutral parental leaveCareer growth opportunitiesSupportive team environment', ' Time Series Forecasting Statistical Models Machine Learning R Programming Python Programming SQL Spark Docker AWS DevOps/MLOps', ' Degree in Statistics, Computer Engineering, Bioinformatics, Mathematics, Economics Master in Supply Chain Management or similar PhD', ' Cloud Computing Technologies Digital Platforms within AI Framework']","EUR 50,000 - 70,000",2024-10-31 11:23:51.416398,https://jobleads.com/job/e882d9ec14fc1ca2f20c0e316bdb98206
557,Senior Data Scientist - Sports Betting,Barcelona,Sin descripción,[],"EUR 70,000 - 90,000",2024-10-31 11:23:52.085680,https://jobleads.com/job/eb31dcd75ac52cdeaad9c91398476ba32
558,Senior Data Scientist - Sports Betting | (D-184),Barcelona,"Join a leading B2B online betting platform as a Senior Data Scientist, where your expertise in sports betting analytics will be pivotal. This role involves leveraging statistical analysis and machine learning techniques to extract insights from large datasets, enhancing the platform's capabilities. Collaborate with cross-functional teams to integrate predictive models, conduct exploratory data analysis, and communicate findings through effective data visualization. If you're passionate about data science and eager to contribute to a dynamic industry, this opportunity is perfect for you.","[' Statistical Analysis Machine Learning Predictive Modeling Data Analysis Python Data Visualization Database Technologies Data Mining Techniques', "" Bachelor's Degree in Computer Science Advanced Degree or Relevant Certification"", ' Pandas NumPy SciPy MongoDB SQL Matplotlib Seaborn Tableau']","EUR 70,000 - 90,000",2024-10-31 11:23:52.757280,https://jobleads.com/job/ec45fd67b539da4c3852a1e056d6033a0
559,Senior Data Scientist,Barcelona,"Join a dynamic and inclusive team as a Senior Data Scientist, where you'll harness the power of machine learning to transform business processes and enhance client experiences. In this role, you'll collaborate with talented engineers to tackle real-world challenges, utilizing advanced techniques in deep learning and natural language processing. With a focus on innovation, you'll have the opportunity to design and implement impactful solutions that improve the lives of millions. If you're passionate about data science and eager to make a difference in a collaborative environment, this is the perfect opportunity for you.","[' Machine Learning Python Natural Language Processing Deep Learning Data Structures Algorithms AWS Databricks', ' Bachelor’s degree in Computer Science Master’s degree in Computer Science', ' Pandas Scikit-learn Pytorch Jupyter Notebooks']","EUR 70,000 - 90,000",2024-10-31 11:23:53.450340,https://jobleads.com/job/e3c34872cab4965215e3863e13142d1a9
560,Research Engineer – AI data scientist (RE2) – AI4S,Barcelona,"Un innovador centro de supercomputación busca un científico de datos especializado en inteligencia artificial para unirse a su grupo de Visualización y Análisis de Datos. Este emocionante puesto implica trabajar en proyectos multidisciplinarios que abarcan ciencia industrial, planificación urbana y más. El candidato ideal tendrá experiencia en modelos estadísticos avanzados y programación en Python, y será responsable de la exploración de datos, modelado y presentación de resultados. Con un entorno de trabajo flexible y estimulante, esta es una oportunidad única para contribuir a proyectos de vanguardia y avanzar en su carrera en un entorno colaborativo y multicultural.","['Seguro de salud privadoTickets de restaurantePlan de formación extensivoAmbiente de trabajo flexible23 días de vacaciones pagadas', ' Inteligencia Artificial Modelos estadísticos avanzados Programación en Python Exploración de datos Visualización de datos', ' Máster en Ciencias de la Computación Doctorado en Matemáticas', ' Herramientas de visualización de datos Software de análisis estadístico']","EUR 70,000 - 90,000",2024-10-31 11:23:54.289248,https://jobleads.com/job/e21bd82f1ee09aaae635e7390a6f37b1f
561,Research Engineer – AI data scientist (RE2) – AI4S,Barcelona,"Una innovadora institución de investigación busca un científico de datos especializado en inteligencia artificial. En este emocionante rol, trabajarás en proyectos que abarcan la ciencia industrial, la planificación urbana y la eficiencia energética, aplicando métodos estadísticos avanzados y técnicas de IA. El entorno de trabajo es altamente estimulante, con infraestructura de vanguardia y un enfoque en la formación continua. Además, disfrutarás de un contrato a tiempo completo, horarios flexibles y beneficios como seguro de salud privado y tickets de restaurante. Si estás listo para marcar la diferencia en el campo de la ciencia de datos, esta es tu oportunidad.","['Seguro de salud privadoTickets de restaurantePlan de formación extensoDías de vacaciones pagados', ' Inteligencia Artificial Modelos estadísticos avanzados Programación en Python Exploración de datos Visualización de datos', ' Máster en Ciencias de la Computación Doctorado en Matemáticas', ' Herramientas de visualización de datos Software de análisis estadístico']","EUR 70,000 - 90,000",2024-10-31 11:23:55.296760,https://jobleads.com/job/e99b8ba10891c9ea65f502c8f30b4b149
562,Senior Data Scientist,Barcelona,Sin descripción,[],"EUR 70,000 - 90,000",2024-10-31 11:23:56.072085,https://jobleads.com/job/e49a8bfe33cedee8a6dc8a9a62b0f5645
563,Data scientist for Computational Social Sciences and Humanities,Barcelona,"Una innovadora institución busca un científico de datos para impulsar las ciencias sociales y humanidades mediante inteligencia artificial y supercomputación. Este rol clave implica colaborar con investigadores, desarrollando herramientas de visualización y modelos de aprendizaje automático para facilitar la investigación. Ofrecemos un entorno de trabajo estimulante, con flexibilidad horaria y un plan de formación extensivo, además de un contrato a tiempo completo. Si te apasiona la intersección entre tecnología y ciencias sociales, esta es tu oportunidad para marcar la diferencia en un campo en rápida evolución.","['Ambiente de trabajo flexibleSeguro de salud privadoTickets de restaurante23 días de vacaciones pagadasPlan de formación extensoBeca para gastos adicionales', ' Python R Machine Learning Models Data Visualization Topic Modeling Clustering Models Data Annotation English Fluency Spanish Proficiency Social Media Analysis', ' MA in Computational Social Sciences or Humanities']","EUR 50,000 - 70,000",2024-10-31 11:23:56.934195,https://jobleads.com/job/e84a63b184ed1136d6a6345af6d0e45b0
564,Data Scientist,Barcelona,Sin descripción,[],"EUR 50,000 - 70,000",2024-10-31 11:23:57.576876,https://jobleads.com/job/e3b6a1372b96c3370f79aad170d2f5721
565,"[VE-843] Data Scientist (AI Lab Team), 100% En remoto",Barcelona,"Join a dynamic team at a leading SaaS platform as a Data Scientist in the AI Lab Team. This innovative role offers the opportunity to turn ideas into reality using machine learning and data analysis. You'll be responsible for creating models that provide AI insights, analyzing client behavior, and conducting experiments to enhance our digital marketing tools. With a focus on collaboration and flexibility, this position allows you to work remotely or in a hybrid format. If you’re passionate about leveraging data to drive insights and have a strong background in mathematics and programming, this is the perfect opportunity for you to make an impact in a growing company.","['Flexible working hoursUnlimited PTOHobby benefitBreakfast snacks and coffeeCorporate eventsTraining courses and conferencesGifts for employees', ' Machine Learning Algorithms Python Programming SQL Databases Data Analysis Probability Theory Linear Algebra Mathematical Analysis Experimentation', ' Specialized Education (Mathematics / Physics / Computer Science)', ' Google Cloud Platform BigQuery Airflow Docker TensorFlow/Torch MLFlow FastAPI XGboost']","EUR 30,000 - 50,000",2024-10-31 11:23:58.365132,https://jobleads.com/job/eff754795336df249f4f9db88827c6ba1
566,"[MG-087] Data Scientist (AI Lab Team), Barcelona",Barcelona,"Ein innovatives Unternehmen sucht einen Data Scientist für das AI Lab Team in Barcelona. In dieser spannenden Rolle haben Sie die Möglichkeit, Ideen in die Realität umzusetzen, indem Sie fortschrittliche Algorithmen und maschinelles Lernen einsetzen. Sie werden an Projekten wie der Churn-Vorhersage und der Analyse von Verkehrsdaten arbeiten, um wertvolle Einblicke zu gewinnen. Das Unternehmen bietet eine flexible Arbeitsumgebung, unlimitierte Urlaubstage und zahlreiche Weiterbildungsmöglichkeiten. Wenn Sie leidenschaftlich daran interessiert sind, mit Daten zu arbeiten und innovative Lösungen zu entwickeln, könnte dies die perfekte Gelegenheit für Sie sein.","['Unlimitierte UrlaubstageHobby-BenefitFrühstückssnacks und Kaffee im BüroCorporate EventsSchulungen und KonferenzenGeschenke für Mitarbeiter', ' Python Machine Learning SQL BigQuery Probability Theory Linear Algebra Mathematical Analysis Explainable AI MLFlow GCP', ' Specialized Education in Mathematics Specialized Education in Physics Specialized Education in Computer Science', ' Airflow Docker FastAPI XGboost Pandas TensorFlow Torch Grafana Prometheus GitLab CI']","EUR 30,000 - 50,000",2024-10-31 11:23:59.058911,https://jobleads.com/job/e8b8fb93a7263f65555e38ce9d5564f5b
567,RU515 | Trainee Actuary/Data Scientist,Barcelona,"Una innovadora joint venture en el sector de seguros busca un Trainee Actuary/Data Scientist para unirse a su equipo de Pricing & Analytics. En este emocionante rol, tendrás la oportunidad de desarrollar soluciones analíticas que apoyen decisiones estratégicas mientras trabajas con un equipo experimentado. Aprenderás sobre el negocio de seguros y participarás en proyectos que van desde la modelización de pricing hasta el uso de técnicas de Machine Learning. Si estás buscando una oportunidad para crecer en un ambiente dinámico y estimulante, esta es tu oportunidad para hacer una diferencia significativa en el sector.","['Trabajo híbrido (oficina y casa)Espacios de oficina bien diseñadosAparcamiento gratuito para motos, bicicletas y patinetes eléctricos', ' Python R SAS SQL Machine Learning Data Transformation Data Cleaning Business Intelligence (PowerBI, Tableau, QlikView) Cloud Platforms (Azure, AWS, Google) English (B2)', ' Universidad en Física Matemáticas Estadística Ingeniería Ciencias Actuariales', ' Emblem Radar GLM']","EUR 50,000 - 70,000",2024-10-31 11:23:59.812484,https://jobleads.com/job/ec3edf48b3eae6c626a35396c9d765002
568,(F774) | Kb-12 Senior Data Scientist,Barcelona,"Una empresa innovadora busca un Senior Data Scientist que desempeñará un papel clave en la síntesis y visualización de datos integrados. Este puesto es fundamental para informar decisiones estratégicas y optimizar resultados de ensayos clínicos. Con una sólida experiencia en ciencia de datos y procesos de ensayos clínicos, serás responsable de desarrollar soluciones innovadoras para desafíos complejos de datos. Colaborarás con partes interesadas clave para traducir los conocimientos derivados de los datos en recomendaciones prácticas. Si te apasiona transformar datos en decisiones estratégicas, esta es la oportunidad perfecta para ti.","[' Python R Machine Learning Statistical Analysis Data Visualization Git UNIX Data Modelling Communication Skills', "" Bachelor's degree in Computer Science Advanced degree in related field"", ' Data Science Tools Cloud Environment High-Performance Computing']","EUR 70,000 - 90,000",2024-10-31 11:24:00.455798,https://jobleads.com/job/e15e872f966d3e00c95fc3a9350bc7d5e
569,(Z-629) | Data Scientist,Barcelona,"Una innovadora startup busca un/a apasionado/a Data Scientist para optimizar su sistema de datos. Este emocionante rol incluye liderar proyectos de análisis de datos, gestionar pipelines y colaborar con equipos multidisciplinarios. Con un enfoque en Inteligencia Artificial y técnicas de Deep Learning, tendrás la oportunidad de impactar en el sector del FoodService. La empresa ha sido reconocida por su innovación y está en programas de aceleración de Microsoft y Google. Si te entusiasma trabajar con datos y quieres ser parte de un equipo dinámico, esta es tu oportunidad.","[' Python Deep Learning Natural Language Processing (NLP) SQL MongoDB Pandas Matplotlib Jupyter Notebook Microsoft Excel Google Sheets', ' Ingeniería informática Grado en matemáticas Grado en estadística', ' PowerBI DataStudio Tableau Google Cloud AI Microsoft Azure']","EUR 50,000 - 70,000",2024-10-31 11:24:01.020265,https://jobleads.com/job/e89637095830f0ab90d9e99a2a441f8ce
570,Lead Data Scientist (PE-566),Barcelona,"Join a forward-thinking company as a Lead Data Scientist, where you'll drive impactful analytics solutions and lead a talented team. This role offers the chance to work in a fully remote environment, engage in exciting projects, and contribute to strategic decision-making through data insights. You'll leverage your expertise in data science, statistical modeling, and team management to foster innovation and growth. With a commitment to employee development, this dynamic startup provides flexibility, training opportunities, and a collaborative culture. If you're passionate about technology and eager to make a difference, this is the perfect opportunity for you.","['Fully paid sick leaveTraining and development sponsorshipFlexible compensationFlexible working hoursRemote working with coworking optionsFree language classesFree snacks and coffeeAfter-work events', ' Data Science Python Statistical Modeling Machine Learning ETL Processes SQL Cloud Computing Bash Scripting Team Management Communication Skills', ' Degree in Mathematics, Statistics, or related field MSc or PhD in a numerical field', ' AWS Google Cloud Docker']","EUR 50,000 - 70,000",2024-10-31 11:24:01.824945,https://jobleads.com/job/e635f1372b64553bc7ae01013605540b8
571,Principal Data Scientist Q-733,Barcelona,"Join a forward-thinking company as a Principal Data Scientist, where you'll lead innovative analytics initiatives and drive impactful data science projects. This exciting role involves collaborating with cross-functional teams to develop advanced statistical models and machine learning solutions that measure media campaign effectiveness. You will mentor fellow data scientists and communicate insights to both technical and non-technical audiences. With a focus on innovation and excellence, this position offers a unique opportunity to shape the future of data science in media measurement. If you're passionate about leveraging data to create meaningful solutions, this role is perfect for you.","['Flexible working hoursHealth insuranceProfessional development opportunitiesRemote work optionsTeam-building activities', ' Statistical Modeling Machine Learning Python Programming SQL Data Analysis Big Data Technologies Data Visualization Experimental Design Causal Inference Techniques Mentoring', "" Ph.D. or Master's in Data Science Master's in Statistics, Mathematics, Economics, or Computer Science"", ' scikit-learn TensorFlow PyTorch Spark Hadoop Databricks']","EUR 90,000 - 110,000",2024-10-31 11:24:02.469611,https://jobleads.com/job/e4a3b690c37e906f29f15a4892d39678c
572,Principal Data Scientist,Barcelona,"Join a pioneering company as a Principal Data Scientist, where you will lead advanced analytics initiatives and drive innovative data solutions. This role requires expertise in statistical modeling, machine learning, and data analysis to enhance media measurement and marketing analytics. You will work cross-functionally with product and engineering teams, mentoring others while delivering impactful projects. If you are passionate about data science and eager to explore new methodologies, this is an exciting opportunity to make a significant impact in a collaborative environment that values innovation and excellence.","[' Statistical Modeling Machine Learning Data Analysis Python Programming SQL Big Data Technologies Data Visualization Communication Skills', "" Ph.D. or Master's in Data Science Bachelor's in Statistics or Mathematics"", ' scikit-learn TensorFlow PyTorch Spark Hadoop']","EUR 90,000 - 110,000",2024-10-31 11:24:03.204174,https://jobleads.com/job/e56927087f8e317d586591bfc56dbdffa
573,Data Scientist - Insights (Customer Support),Barcelona,Sin descripción,[],"EUR 30,000 - 50,000",2024-10-31 11:24:03.856773,https://jobleads.com/job/ee259469d6806e3eaa6a4e204682415cc
574,Principal Data Scientist - Media Measurement,Barcelona,"Join a forward-thinking company as a Principal Data Scientist, where you will spearhead innovative analytics and data science initiatives. This role offers the opportunity to work with cutting-edge statistical modeling, machine learning, and advanced data analysis techniques to drive impactful solutions in media measurement. Collaborating with cross-functional teams, you'll lead projects from concept to completion while mentoring fellow data scientists. If you are passionate about data science and eager to explore new methodologies, this role is your chance to make a significant impact in a dynamic environment that values collaboration and innovation.","[' Statistical Modeling Machine Learning Data Analysis Python SQL Big Data Technologies Data Visualization Experimental Design Mentoring', "" Ph.D. or Master's in Data Science, Statistics, Mathematics, Economics, or Computer Science"", ' scikit-learn TensorFlow PyTorch Spark Hadoop Databricks']","EUR 90,000 - 110,000",2024-10-31 11:24:04.614745,https://jobleads.com/job/e15ca99ea98e8d60a1fd8045b14354f1d
575,(V168) Finance Data Scientist,Barcelona,"Join a forward-thinking technology provider as a Finance Data Scientist, where you will inspire the adoption of advanced analytics across the business. This role involves leveraging your expertise in SQL, Python, and statistical analysis to tackle complex business challenges and contribute to a data-driven culture. Engage with finance colleagues to identify data-related issues and empower decision-making with quantified insights. Enjoy a hybrid work environment, continuous learning opportunities, and a commitment to diversity and inclusion. If you're passionate about data science and eager to make an impact, this is the perfect opportunity for you.","['Health InsuranceCareer Development ProgramsDiversity and Inclusion InitiativesFlexible Work EnvironmentLife Empowerment Assistance Program', ' SQL Python R Data Visualization Statistical Analysis Data Modeling Power BI Snowflake', "" Master's / Postgraduate Degree in Data Science Bachelor's Degree in Mathematics or Statistics"", ' Power BI Snowflake SQL Python']","EUR 50,000 - 70,000",2024-10-31 11:24:05.352631,https://jobleads.com/job/e4fd60e1e8aa440a2ef8be37e012759ad
576,Ref 20240602 Data Scientist (AI NLP LLM),Barcelona,Sin descripción,[],"EUR 50,000 - 70,000",2024-10-31 11:24:06.102591,https://jobleads.com/job/e9ef1addfb620d2f49d574de8e4aed9e2
577,Senior Data Scientist,Barcelona,Sin descripción,[],"EUR 70,000 - 90,000",2024-10-31 11:24:06.720168,https://jobleads.com/job/e3748f778410c36992c71685b2f2803e1
